TSS_position,TSS_strand,TSS_reads,sigma_binding,found_motif, binding+motif,TU_ID,first_gene,genes
4049059,+,56822,DSH,DNHF,DH,TU_Ecoli-4125,csrC,csrC
4049129,-,103,DSH,E,,TU_Ecoli-4126,yihA,yihA
4049186,-,20,DSH,SNHFE,SH,TU_Ecoli-4127,yihA,yihA
4049506,+,9,DSH,,,TU_Ecoli-4128,hemN,hemN
4049519,+,16,SH,N,,TU_Ecoli-4129,hemN,hemN
4051800,-,71,D,DSNHFE,D,TU_Ecoli-4130,yshB,yshB
4053730,-,33,DSF,N,,TU_Ecoli-4131,glnG,glnG
4053751,-,11,DSF,DSHFE,DSF,TU_Ecoli-4132,glnG,glnG
4053768,-,5,DSF,NHFE,F,TU_Ecoli-4133,glnG,glnG
4053935,-,17,DSF,NHF,F,TU_Ecoli-4134,glnG,glnG
4054541,-,53,DSF,NFE,F,TU_Ecoli-4135,glnL,glnL;glnG
4054551,-,23,DSF,FE,F,TU_Ecoli-4136,glnL,glnL;glnG
4054624,-,7,DSF,DF,DF,TU_Ecoli-4137,glnL,glnL;glnG
4054638,-,70,DSF,DSNFE,DSF,TU_Ecoli-4138,glnL,glnL;glnG
4054644,-,767,DSF,DSNFE,DSF,TU_Ecoli-4139,glnL,glnL;glnG
4056129,-,3930,DSN,DSNHF,DSN,TU_Ecoli-4140,glnA,glnA;glnL;glnG
4056270,+,149,DSN,DSNHFE,DSN,TU_Ecoli-4141,typA,typA
4056349,+,258,DSN,SHE,S,TU_Ecoli-4142,typA,typA
4056403,+,315,DSN,DSNHF,DSN,TU_Ecoli-4143,typA,typA
4072980,+,27,D,DSN,D,TU_Ecoli-4144,yihX,yihX;yihY;dtd;yiiD
4072991,+,161,D,DSNF,D,TU_Ecoli-4145,yihX,yihX;yihY;dtd;yiiD
4073432,+,91,D,DSNHF,D,TU_Ecoli-4146,yihX,yihX;yihY;dtd;yiiD
4073457,+,101,D,DSHFE,D,TU_Ecoli-4147,yihX,yihX;yihY;dtd;yiiD
4073596,+,28,D,DSNHFE,D,TU_Ecoli-4148,yihY,yihY;dtd;yiiD
4073898,+,8,S,NH,,TU_Ecoli-4149,yihY,yihY;dtd;yiiD
4074140,+,13,S,DSFE,S,TU_Ecoli-4150,yihY,yihY;dtd;yiiD
4076659,+,6,DS,DSNF,DS,TU_Ecoli-4151,yiiE,yiiE
4079592,-,7,DN,DSNFE,DN,TU_Ecoli-4152,fdhE,fdhE
4079617,-,437,DN,DSNFE,DN,TU_Ecoli-4153,fdhE,fdhE
4079889,-,11,DN,NHFE,N,TU_Ecoli-4154,fdoI,fdoI
4079896,-,37,DN,DNHFE,DN,TU_Ecoli-4155,fdoI,fdoI
4079908,-,6,DN,NHFE,N,TU_Ecoli-4156,fdoI,fdoI
4083986,-,563,DS,DSHFE,DS,TU_Ecoli-4157,fdoG,fdoG;fdoH;fdoI
4098782,+,2678,DS,DSNHFE,DS,TU_Ecoli-4158,sodA,sodA;kdgT
4098803,+,20,DS,HF,,TU_Ecoli-4159,sodA,sodA;kdgT
4098820,+,32,DS,DFE,D,TU_Ecoli-4160,sodA,sodA;kdgT
4099034,+,18,DS,DSHF,DS,TU_Ecoli-4161,kdgT,kdgT
4100810,+,6,DSH,DSHFE,DSH,TU_Ecoli-4162,yiiM,yiiM
4100823,+,26,DSH,DSFE,DS,TU_Ecoli-4163,yiiM,yiiM
4103680,-,7,DSH,NF,,TU_Ecoli-4164,cpxA,cpxA
4103708,-,49,DSH,DSNHF,DSH,TU_Ecoli-4165,cpxR,cpxR;cpxA
4103751,-,119,DSH,DSNH,DSH,TU_Ecoli-4166,cpxR,cpxR;cpxA
4103808,+,55165,DSH,DSNE,DS,TU_Ecoli-4167,cpxP,cpxP
4103983,-,22,DSH,DSF,DS,TU_Ecoli-4168,cpxR,cpxR;cpxA
4104056,-,1178,DSH,DSNHF,DSH,TU_Ecoli-4169,cpxR,cpxR;cpxA
4104193,-,21,DSH,DSNHFE,DSH,TU_Ecoli-4170,cpxR,cpxR;cpxA
4104313,+,18780,DSH,SHFE,SH,TU_Ecoli-4171,fieF,fieF
4104353,+,61,DSH,HFE,H,TU_Ecoli-4172,fieF,fieF
4105497,+,261,DS,DSNE,DS,TU_Ecoli-4173,pfkA,pfkA
4105548,+,63,DS,DSNHE,DS,TU_Ecoli-4174,pfkA,pfkA
4105562,+,46,DS,DSNHE,DS,TU_Ecoli-4175,pfkA,pfkA
4106466,+,297,D,HF,,TU_Ecoli-4176,sbp,sbp
4106828,+,124,D,DSN,D,TU_Ecoli-4177,sbp,sbp
4109530,-,70,DS,SH,S,TU_Ecoli-4178,tpiA,tpiA
4109536,-,14,DS,SNH,S,TU_Ecoli-4179,tpiA,tpiA
4109592,-,19,DS,DSNHFE,DS,TU_Ecoli-4180,tpiA,tpiA
4109668,-,9,DS,DSNHF,DS,TU_Ecoli-4181,tpiA,tpiA
4109928,-,15,DS,DSNF,DS,TU_Ecoli-4182,tpiA,tpiA
4110090,+,16,DE,DSNF,D,TU_Ecoli-4183,yiiR,yiiR
4110260,-,98,DE,DSNHF,D,TU_Ecoli-4184,yiiQ,yiiQ
4110368,+,18,DE,DSFE,DE,TU_Ecoli-4185,yiiS,yiiS;uspD
4110951,+,11,DSE,DSNHFE,DSE,TU_Ecoli-4186,yiiS,yiiS;uspD
4112520,-,14,D,DNHFE,D,TU_Ecoli-4187,fpr,fpr
4112691,-,45,D,DNHF,D,TU_Ecoli-4188,fpr,fpr
4115853,+,13,DSH,SNFE,S,TU_Ecoli-4189,zapB,zapB
4116125,+,37,DSH,DNHE,DH,TU_Ecoli-4190,zapB,zapB
4116184,-,5,DSH,DSHFE,DSH,TU_Ecoli-4191,glpF,glpF;glpK
4116450,+,12,DSH,DSNHE,DSH,TU_Ecoli-4192,zapB,zapB
4116507,+,36,DSH,DSHFE,DSH,TU_Ecoli-4193,zapB,zapB
4117379,-,513,D,DSNHFE,D,TU_Ecoli-4194,rraA,rraA
4118513,-,9,D,DSFE,D,TU_Ecoli-4195,menA,menA
4118519,-,6,D,HFE,,TU_Ecoli-4196,menA,menA
4119848,-,144,SH,E,,TU_Ecoli-4197,hslU,hslU
4119983,-,40,SH,DSNHF,SH,TU_Ecoli-4198,hslU,hslU
4120290,-,116,SH,DSNF,S,TU_Ecoli-4199,hslU,hslU
4120333,-,51,SH,DSNHE,SH,TU_Ecoli-4200,hslV,hslV;hslU
4120368,-,68,SH,DSNHE,SH,TU_Ecoli-4201,hslV,hslV;hslU
4120534,-,12,SH,NHF,H,TU_Ecoli-4202,hslV,hslV;hslU
4120547,-,11,SH,NF,,TU_Ecoli-4203,hslV,hslV;hslU
4121391,-,86,D,DNH,D,TU_Ecoli-4204,ftsN,ftsN
4121547,-,115,D,DSH,D,TU_Ecoli-4205,ftsN,ftsN
4121625,-,44,D,DHFE,D,TU_Ecoli-4206,ftsN,ftsN
4122533,-,6498,DS,DSNHFE,DS,TU_Ecoli-4207,cytR,cytR
4124856,-,484,DSH,DSNFE,DS,TU_Ecoli-4208,priA,priA
4124936,+,1340,DSH,DSNHFE,DSH,TU_Ecoli-4209,rpmE,rpmE
4124975,+,9709,DSH,DSNHE,DSH,TU_Ecoli-4210,rpmE,rpmE
4125989,-,30,DH,DNHE,DH,TU_Ecoli-4211,yiiX,yiiX
4126257,-,7,DH,DNHFE,DH,TU_Ecoli-4212,yiiX,yiiX
4126268,-,61,DH,NFE,,TU_Ecoli-4213,yiiX,yiiX
4126279,-,22,DH,HF,H,TU_Ecoli-4214,yiiX,yiiX
4126286,-,19,DH,HF,H,TU_Ecoli-4215,yiiX,yiiX
4126299,-,24,DH,DSHF,DH,TU_Ecoli-4216,yiiX,yiiX
4126313,-,31,DH,DSFE,D,TU_Ecoli-4217,yiiX,yiiX
4126659,+,21969,DH,DSHE,DH,TU_Ecoli-4218,metB,metB;metL
4126787,-,4662,DH,DSNHF,DH,TU_Ecoli-4219,metJ,metJ;yiiX
4130574,+,455,D,DSNHE,D,TU_Ecoli-4220,metF,metF
4131775,+,55,DSNF,DSHFE,DSF,TU_Ecoli-4221,katG,katG
4131813,+,4178,DSNF,DSFE,DSF,TU_Ecoli-4222,katG,katG
4131828,+,342,DSNF,HFE,F,TU_Ecoli-4223,katG,katG
4146355,-,31,DS,DSNE,DS,TU_Ecoli-4224,yijO,yijO
4146363,-,195,DS,DSNFE,DS,TU_Ecoli-4225,yijO,yijO
4148453,-,8,DSH,DSNHF,DSH,TU_Ecoli-4226,yijP,yijP;yijO
4148459,-,6,DSH,DSNHF,DSH,TU_Ecoli-4227,yijP,yijP;yijO
4148540,-,5,DSH,HF,H,TU_Ecoli-4228,yijP,yijP;yijO
4148613,-,35,DSH,DSNHE,DSH,TU_Ecoli-4229,yijP,yijP;yijO
4148708,-,5,DSH,DNF,D,TU_Ecoli-4230,yijP,yijP;yijO
4151210,-,368,DH,DNHFE,DH,TU_Ecoli-4231,ppc,ppc
4152910,+,1238,D,DSNHFE,D,TU_Ecoli-4232,argC,argC;argB;argH
4153097,-,65,D,DSNFE,D,TU_Ecoli-4233,argE,argE
4156418,-,302,D,DSNFE,D,TU_Ecoli-4234,oxyS,oxyS
4156480,+,1603,D,DSNFE,D,TU_Ecoli-4235,oxyR,oxyR
4158634,+,36,D,DSNHE,D,TU_Ecoli-4236,fabR,fabR;yijD
4158845,-,128,D,DSNHFE,D,TU_Ecoli-4237,sthA,sthA
4158868,+,24,D,DSNHFE,D,TU_Ecoli-4238,fabR,fabR;yijD
4159102,+,372,D,DSNHE,D,TU_Ecoli-4239,yijD,yijD
4159117,+,79,D,DSNHF,D,TU_Ecoli-4240,yijD,yijD
4159298,+,19,D,NHF,,TU_Ecoli-4241,yijD,yijD
4161318,-,12,DS,DSNHFE,DS,TU_Ecoli-4242,trmA,trmA
4161422,+,141,DS,DNFE,D,TU_Ecoli-4243,btuB,btuB;murI
4161638,-,26,DS,DSNHF,DS,TU_Ecoli-4244,trmA,trmA
4163069,+,29,DH,DSF,D,TU_Ecoli-4245,murI,murI
4163351,+,106,DH,DSHFE,DH,TU_Ecoli-4246,murI,murI
4163423,+,23,DH,DSF,D,TU_Ecoli-4247,murI,murI
4170057,+,985,D,DSHFE,D,TU_Ecoli-4248,murB,murB;birA
4170494,+,6,D,DSHF,D,TU_Ecoli-4249,birA,birA
4173130,-,13,DS,DSNHFE,DS,TU_Ecoli-4250,coaA,coaA
4173196,-,19,DS,DSNFE,DS,TU_Ecoli-4251,coaA,coaA
4173227,-,8,DS,DSHF,DS,TU_Ecoli-4252,coaA,coaA
4175098,+,11,S,NF,,TU_Ecoli-4253,secE,secE;nusG
4175106,+,17,S,NHE,,TU_Ecoli-4254,secE,secE;nusG
4175113,+,27,S,NHFE,,TU_Ecoli-4255,secE,secE;nusG
4175200,+,37,S,DSNHFE,S,TU_Ecoli-4256,secE,secE;nusG
4175236,+,15,S,HE,,TU_Ecoli-4257,secE,secE;nusG
4175267,+,7,S,DSNE,S,TU_Ecoli-4258,secE,secE;nusG
4175302,+,24,S,DSNHF,S,TU_Ecoli-4259,secE,secE;nusG
4175391,+,24,S,SNHFE,S,TU_Ecoli-4260,nusG,nusG
4175413,+,26,S,DNHF,,TU_Ecoli-4261,nusG,nusG
4175463,+,23,S,NHFE,,TU_Ecoli-4262,nusG,nusG
4176086,+,18,D,HF,,TU_Ecoli-4263,rplK,rplK;rplA;rplJ;rplL;rpoB;rpoC
4176259,+,26,D,DNFE,D,TU_Ecoli-4264,rplK,rplK;rplA;rplJ;rplL;rpoB;rpoC
4176377,+,42,D,DSNHFE,D,TU_Ecoli-4265,rplK,rplK;rplA;rplJ;rplL;rpoB;rpoC
4176478,+,16,D,DSH,D,TU_Ecoli-4266,rplA,rplA;rplJ;rplL;rpoB;rpoC
4176485,+,16,D,DSNHE,D,TU_Ecoli-4267,rplA,rplA;rplJ;rplL;rpoB;rpoC
4176635,+,14,D,HFE,,TU_Ecoli-4268,rplA,rplA;rplJ;rplL;rpoB;rpoC
4176643,+,33,D,NHFE,,TU_Ecoli-4269,rplA,rplA;rplJ;rplL;rpoB;rpoC
4176801,+,10,D,SNHFE,,TU_Ecoli-4270,rplA,rplA;rplJ;rplL;rpoB;rpoC
4176813,+,10,D,NHFE,,TU_Ecoli-4271,rplA,rplA;rplJ;rplL;rpoB;rpoC
4176822,+,31,D,NFE,,TU_Ecoli-4272,rplA,rplA;rplJ;rplL;rpoB;rpoC
4176854,+,21,D,NHF,,TU_Ecoli-4273,rplA,rplA;rplJ;rplL;rpoB;rpoC
4177336,+,7,DS,F,,TU_Ecoli-4274,rplJ,rplJ;rplL;rpoB;rpoC
4177365,+,42,DS,NHFE,,TU_Ecoli-4275,rplJ,rplJ;rplL;rpoB;rpoC
4177426,+,5,DS,DHFE,D,TU_Ecoli-4276,rplJ,rplJ;rplL;rpoB;rpoC
4177464,+,30,DS,DSHFE,DS,TU_Ecoli-4277,rplJ,rplJ;rplL;rpoB;rpoC
4177508,+,64,DS,SNHFE,S,TU_Ecoli-4278,rplJ,rplJ;rplL;rpoB;rpoC
4177646,+,6,DS,DSNHF,DS,TU_Ecoli-4279,rplJ,rplJ;rplL;rpoB;rpoC
4177718,+,75,DS,NF,,TU_Ecoli-4280,rplJ,rplJ;rplL;rpoB;rpoC
4177895,+,9,DS,NFE,,TU_Ecoli-4281,rplJ,rplJ;rplL;rpoB;rpoC
4178031,+,18,DS,DSN,DS,TU_Ecoli-4282,rplL,rplL;rpoB;rpoC
4178042,+,29,DS,SNE,S,TU_Ecoli-4283,rplL,rplL;rpoB;rpoC
4178056,+,6,DS,SNHE,S,TU_Ecoli-4284,rplL,rplL;rpoB;rpoC
4178063,+,7,DS,DHF,D,TU_Ecoli-4285,rplL,rplL;rpoB;rpoC
4188510,-,224,DSH,DSH,DSH,TU_Ecoli-4286,sroH,sroH
4194323,-,3227,D,DSHFE,D,TU_Ecoli-4287,thiC,thiC;thiE;thiF;thiS;thiG;thiH
4194399,-,27,D,NHF,,TU_Ecoli-4288,thiC,thiC;thiE;thiF;thiS;thiG;thiH
4194709,+,141,DS,DSNHFE,DS,TU_Ecoli-4289,nudC,nudC;hemE;nfi
4194721,+,426,DS,DSNHE,DS,TU_Ecoli-4290,nudC,nudC;hemE;nfi
4194976,-,35,DS,DSNHF,DS,TU_Ecoli-4291,rsd,rsd
4195147,-,15,DSN,DNE,DN,TU_Ecoli-4292,rsd,rsd
4195224,+,86,DSN,SNHFE,SN,TU_Ecoli-4293,hemE,hemE;nfi
4195308,+,11,N,DHF,,TU_Ecoli-4294,hemE,hemE;nfi
4195352,-,265,N,DSNHFE,N,TU_Ecoli-4295,rsd,rsd
4195715,+,155,N,DNFE,N,TU_Ecoli-4296,hemE,hemE;nfi
4197832,+,9,D,NF,,TU_Ecoli-4297,hupA,hupA;yjaH
4198111,+,7,D,DS,D,TU_Ecoli-4298,hupA,hupA;yjaH
4198113,+,7,D,DSH,D,TU_Ecoli-4299,hupA,hupA;yjaH
4198173,+,8,D,NHFE,,TU_Ecoli-4300,hupA,hupA;yjaH
4198199,+,98,D,DSH,D,TU_Ecoli-4301,hupA,hupA;yjaH
4198362,+,8,D,HFE,,TU_Ecoli-4302,yjaH,yjaH
4198382,+,7,D,DSNF,D,TU_Ecoli-4303,yjaH,yjaH
4198405,+,5,D,SNF,,TU_Ecoli-4304,yjaH,yjaH
4199735,-,140,N,DNF,N,TU_Ecoli-4305,zraP,zraP
4199918,+,9,N,DSNHF,N,TU_Ecoli-4306,zraS,zraS
4205593,-,22,DS,DNHF,D,TU_Ecoli-4307,purH,purH;purD
4212258,+,13111,DS,DSNHF,DS,TU_Ecoli-4308,metA,metA
4212581,-,5,DS,DSE,DS,TU_Ecoli-4309,yjaB,yjaB
4213234,+,130,DS,SFE,S,TU_Ecoli-4310,aceB,aceB;aceA;aceK
4213427,+,9278,DS,DSNHE,DS,TU_Ecoli-4311,aceB,aceB;aceA;aceK
4213455,+,277,DS,SNHFE,S,TU_Ecoli-4312,aceB,aceB;aceA;aceK
4213479,+,155,DS,E,,TU_Ecoli-4313,aceB,aceB;aceA;aceK
4216356,+,5,D,NH,,TU_Ecoli-4314,aceK,aceK
4216374,+,9,D,DNF,D,TU_Ecoli-4315,aceK,aceK
4216445,+,7,D,E,,TU_Ecoli-4316,aceK,aceK
4216464,+,7,D,SNHFE,,TU_Ecoli-4317,aceK,aceK
4216501,+,39,D,NHFE,,TU_Ecoli-4318,aceK,aceK
4221675,-,250,DH,DSHFE,DH,TU_Ecoli-4319,iclR,iclR
4222017,-,29,DH,DHF,DH,TU_Ecoli-4320,iclR,iclR
4225725,+,47,S,HFE,,TU_Ecoli-4321,yjbB,yjbB
4229679,-,47,DSH,SNF,S,TU_Ecoli-4322,pagB,pagB
4229708,-,61,DSH,DSNFE,DS,TU_Ecoli-4323,pagB,pagB
4231420,+,6,DS,NH,,TU_Ecoli-4324,pgi,pgi
4231470,-,25,DS,NE,,TU_Ecoli-4325,lysC,lysC
4231516,-,34,DS,NE,,TU_Ecoli-4326,lysC,lysC
4231560,-,85,DS,DSHFE,DS,TU_Ecoli-4327,lysC,lysC
4233449,+,8,D,SNF,,TU_Ecoli-4328,yjbE,yjbE;yjbF;yjbG;yjbH
4238263,-,13,DS,DSNH,DS,TU_Ecoli-4329,yjbT,yjbT
4238276,-,24,DS,DSNHE,DS,TU_Ecoli-4330,yjbT,yjbT
4238323,+,195,DS,DSFE,DS,TU_Ecoli-4331,psiE,psiE
4240632,-,1406,D,SNF,,TU_Ecoli-4332,xylE,xylE
4244453,+,11,SN,DSNE,SN,TU_Ecoli-4333,malK,malK;lamB;malM
4244488,-,252,SN,DNHFE,N,TU_Ecoli-4334,malE,malE;malF;malG
4244564,-,13,SN,DSHFE,S,TU_Ecoli-4335,malE,malE;malF;malG
4244759,+,583,SN,DSNHFE,SN,TU_Ecoli-4336,malK,malK;lamB;malM
4248372,+,9,DN,DSF,D,TU_Ecoli-4337,yjbI,yjbI
4248408,+,17,DN,H,,TU_Ecoli-4338,yjbI,yjbI
4250505,+,1130,DS,DSHFE,DS,TU_Ecoli-4339,ubiC,ubiC;ubiA
4250537,+,5,DS,DNHE,D,TU_Ecoli-4340,ubiA,ubiA
4250580,+,25,DS,DSNF,DS,TU_Ecoli-4341,ubiA,ubiA
4250665,+,22,DS,NHE,,TU_Ecoli-4342,ubiA,ubiA
4254480,+,267,DSE,DSF,DS,TU_Ecoli-4343,dgkA,dgkA
4254525,-,5,DSHE,DSNHFE,DSHE,TU_Ecoli-4344,plsB,plsB
4254583,+,5,DSHE,DSNHFE,DSHE,TU_Ecoli-4345,dgkA,dgkA
4254741,+,30,DSHE,SN,S,TU_Ecoli-4346,lexA,lexA
4254811,-,7,DSHE,N,,TU_Ecoli-4347,plsB,plsB
4254953,+,10,DSHE,FE,E,TU_Ecoli-4348,lexA,lexA
4255110,+,57,DSHE,DSNHE,DSHE,TU_Ecoli-4349,lexA,lexA
4255150,+,43,DSHE,,,TU_Ecoli-4350,dinF,dinF
4255333,+,23,DHE,DNHF,DH,TU_Ecoli-4351,dinF,dinF
4255449,+,25,DHE,DSNHE,DHE,TU_Ecoli-4352,dinF,dinF
4258170,-,38,D,DSNFE,D,TU_Ecoli-4353,zur,zur
4258176,-,23,D,DSNE,D,TU_Ecoli-4354,zur,zur
4259614,+,289,D,DSNH,D,TU_Ecoli-4355,dusA,dusA;pspG
4260217,+,22,N,DSNFE,N,TU_Ecoli-4356,pspG,pspG
4260387,+,6,N,DSE,,TU_Ecoli-4357,pspG,pspG
4262270,-,60,DS,DNHE,D,TU_Ecoli-4358,qor,qor
4262281,-,35,DS,DSNHE,DS,TU_Ecoli-4359,qor,qor
4262309,+,92,DS,DSFE,DS,TU_Ecoli-4360,dnaB,dnaB;alr
4262309,-,21,DS,NH,,TU_Ecoli-4361,qor,qor
4262317,-,9,DS,DSNH,DS,TU_Ecoli-4362,qor,qor
4262327,-,16,DS,DSNH,DS,TU_Ecoli-4363,qor,qor
4263651,+,7,D,SNHFE,,TU_Ecoli-4364,alr,alr
4263805,+,8,D,DSNHFE,D,TU_Ecoli-4365,alr,alr
4265105,+,263,D,DSNH,D,TU_Ecoli-4366,tyrB,tyrB
4267707,-,47,DN,DSNHFE,DN,TU_Ecoli-4367,yjbS,yjbS
4267905,+,7,DN,SNF,N,TU_Ecoli-4368,yjbQ,yjbQ;yjbR
4268031,+,13,DN,DSHFE,D,TU_Ecoli-4369,yjbQ,yjbQ;yjbR
4268309,+,36,DN,SNFE,N,TU_Ecoli-4370,yjbR,yjbR
4268336,+,40,DN,DSNF,DN,TU_Ecoli-4371,yjbR,yjbR
4268348,+,5,DN,DSF,D,TU_Ecoli-4372,yjbR,yjbR
4268371,+,6,DN,DSNHF,DN,TU_Ecoli-4373,yjbR,yjbR
4268414,+,11,DN,DNHFE,DN,TU_Ecoli-4374,yjbR,yjbR
4271956,-,56,DSF,DSNFE,DSF,TU_Ecoli-4375,uvrA,uvrA
4272063,-,26,DSF,DSHFE,DSF,TU_Ecoli-4376,uvrA,uvrA
4272106,+,5,DSF,DSFE,DSF,TU_Ecoli-4377,ssb,ssb
4272121,+,92,DSF,DSNFE,DSF,TU_Ecoli-4378,ssb,ssb
4272844,+,12,DS,DSN,DS,TU_Ecoli-4379,yjcC,yjcC
4273141,+,10,DS,DSN,DS,TU_Ecoli-4380,yjcC,yjcC
4273192,-,92,DS,DSHE,DS,TU_Ecoli-4381,yjcB,yjcB
4273426,+,40,DS,DSNHF,DS,TU_Ecoli-4382,yjcC,yjcC
4273528,-,11,DS,DNHFE,D,TU_Ecoli-4383,yjcB,yjcB
4275818,+,10,DS,N,,TU_Ecoli-4384,yjcD,yjcD
4276043,+,22,DS,DNH,D,TU_Ecoli-4385,yjcD,yjcD
4276089,-,721504,DS,DSNHFE,DS,TU_Ecoli-4386,ryjA,ryjA
4277943,+,38,DS,DSNHF,DS,TU_Ecoli-4387,yjcE,yjcE
4277985,+,6,DS,DSNHFE,DS,TU_Ecoli-4388,yjcE,yjcE
4285307,+,53,DS,DSE,DS,TU_Ecoli-4389,nrfA,nrfA;nrfB;nrfC;nrfD;nrfE;nrfF;nrfG
4285413,-,6507,DS,DSNHFE,DS,TU_Ecoli-4390,acs,acs;yjcH;actP
4292396,+,24,D,DSHFE,D,TU_Ecoli-4391,gltP,gltP
4297430,-,29,DN,DSNE,DN,TU_Ecoli-4392,fdhF,fdhF
4297441,-,5,DN,DSNHFE,DN,TU_Ecoli-4393,fdhF,fdhF
4311042,-,1360,D,DSNF,D,TU_Ecoli-4394,rpiR,rpiR;alsB
4311478,+,5,D,DNFE,D,TU_Ecoli-4395,yjdP,yjdP
4323593,-,7,S,SHE,S,TU_Ecoli-4396,phnC,phnC;phnD;phnE;phnF;phnG;phnH;phnI;phnJ;phnK;phnL;phnM;phnN;phnO;phnP
4323621,-,6,S,NHF,,TU_Ecoli-4397,phnC,phnC;phnD;phnE;phnF;phnG;phnH;phnI;phnJ;phnK;phnL;phnM;phnN;phnO;phnP
4323640,-,33,S,DHFE,,TU_Ecoli-4398,phnC,phnC;phnD;phnE;phnF;phnG;phnH;phnI;phnJ;phnK;phnL;phnM;phnN;phnO;phnP
4323666,-,8,S,DSNHFE,S,TU_Ecoli-4399,phnC,phnC;phnD;phnE;phnF;phnG;phnH;phnI;phnJ;phnK;phnL;phnM;phnN;phnO;phnP
4323760,-,5,S,DHFE,,TU_Ecoli-4400,phnC,phnC;phnD;phnE;phnF;phnG;phnH;phnI;phnJ;phnK;phnL;phnM;phnN;phnO;phnP
4323789,-,10385,S,DSHE,S,TU_Ecoli-4401,yjdN,yjdN
4324774,-,19,DS,DNHE,D,TU_Ecoli-4402,yjdM,yjdM
4324781,-,19,DS,DSNHFE,DS,TU_Ecoli-4403,yjdM,yjdM
4324818,-,146,DS,DSNHE,DS,TU_Ecoli-4404,yjdM,yjdM
4328343,+,258,DSNF,DSFE,DSF,TU_Ecoli-4405,proP,proP
4328375,+,118,DSNF,HF,F,TU_Ecoli-4406,proP,proP
4328415,+,153,DSNF,DNHE,DN,TU_Ecoli-4407,proP,proP
4331822,-,12,S,NHF,,TU_Ecoli-4408,basS,basS
4331839,-,21,S,NHFE,,TU_Ecoli-4409,basS,basS
4332247,-,58,S,DSNFE,S,TU_Ecoli-4410,basR,basR;basS
4332314,-,28,S,DSFE,S,TU_Ecoli-4411,basR,basR;basS
4339673,-,49,DS,DSHFE,DS,TU_Ecoli-4412,melR,melR
4339910,+,31,DS,DSHF,DS,TU_Ecoli-4413,melA,melA;melB
4348690,-,191,H,DSE,,TU_Ecoli-4414,dcuR,dcuR
4348703,-,30,H,DSHFE,H,TU_Ecoli-4415,dcuR,dcuR
4349709,-,274,DS,DSHFE,DS,TU_Ecoli-4416,dcuS,dcuS;dcuR
4349836,+,659,DS,DSNHF,DS,TU_Ecoli-4417,yjdI,yjdI;yjdJ
4350013,+,12,DS,DSFE,DS,TU_Ecoli-4418,yjdJ,yjdJ
4350020,+,16,DS,DF,D,TU_Ecoli-4419,yjdJ,yjdJ
4350219,+,65,DS,DNE,D,TU_Ecoli-4420,yjdK,yjdK;yjdO
4352759,-,29,D,DSHFE,D,TU_Ecoli-4421,lysU,lysU
4360530,-,12,D,HFE,,TU_Ecoli-4422,yjdQ,yjdQ
4361353,-,370,S,DHF,,TU_Ecoli-4423,yjdC,yjdC
4363567,-,13,D,DSNFE,D,TU_Ecoli-4424,cutA,cutA;dipZ
4364974,-,53,D,DSNHF,D,TU_Ecoli-4425,dcuA,dcuA
4365054,-,214,D,DSNFE,D,TU_Ecoli-4426,dcuA,dcuA
4365104,-,37,D,DSHE,D,TU_Ecoli-4427,dcuA,dcuA
4365134,-,39,D,,,TU_Ecoli-4428,dcuA,dcuA
4366454,-,5523,DH,DSHFE,DH,TU_Ecoli-4429,aspA,aspA
4368478,-,399,DSH,DSNF,DS,TU_Ecoli-4430,yjeH,yjeH
4368639,+,985,DSH,NH,H,TU_Ecoli-4431,groS,groS;groL
4368671,+,10,DSH,DSNHF,DSH,TU_Ecoli-4432,groS,groS;groL
4368715,+,14,DSH,SFE,S,TU_Ecoli-4433,groL,groL
4368722,+,20,DSH,SFE,S,TU_Ecoli-4434,groL,groL
4368739,-,1134,DSH,DS,DS,TU_Ecoli-4435,yjeH,yjeH
4368920,+,23,DSH,DSNHFE,DSH,TU_Ecoli-4436,groL,groL
4368932,+,52,DSH,DSNFE,DS,TU_Ecoli-4437,groL,groL
4368981,+,7,DSH,FE,,TU_Ecoli-4438,groL,groL
4370784,+,7089,DS,DSNH,DS,TU_Ecoli-4439,yjeI,yjeI
4373588,+,48,D,DSHFE,D,TU_Ecoli-4440,efp,efp
4373678,+,25,D,DSNHFE,D,TU_Ecoli-4441,efp,efp
4373708,+,9,D,SNHF,,TU_Ecoli-4442,efp,efp
4373714,+,5,D,SNHF,,TU_Ecoli-4443,efp,efp
4373723,-,72,D,DSNFE,D,TU_Ecoli-4444,yjeK,yjeK
4373760,-,43,D,DSNH,D,TU_Ecoli-4445,yjeK,yjeK
4373912,+,12,D,SNHFE,,TU_Ecoli-4446,ecnA,ecnA
4373987,+,52,D,E,,TU_Ecoli-4447,ecnA,ecnA
4374028,+,6,D,NFE,,TU_Ecoli-4448,ecnA,ecnA
4374043,+,6,D,SNHF,,TU_Ecoli-4449,ecnA,ecnA
4374049,-,164,D,DSHE,D,TU_Ecoli-4450,yjeK,yjeK
4374050,+,17,D,SNHF,,TU_Ecoli-4451,ecnA,ecnA
4374533,+,67,DS,DSNFE,DS,TU_Ecoli-4452,ecnB,ecnB
4374648,+,277,DS,DNHF,D,TU_Ecoli-4453,sugE,sugE
4374822,+,41,DS,DSNHFE,DS,TU_Ecoli-4454,sugE,sugE
